timestamp,confidence,alert_triggered,snapshot
2026-06-26 16:39:54,0.739462,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163954.jpg
2026-06-26 16:39:54,0.891950,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163954.jpg
2026-06-26 16:39:54,0.952269,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163954.jpg
2026-06-26 16:39:54,0.881216,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163954.jpg
2026-06-26 16:39:55,0.916064,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163955.jpg
2026-06-26 16:39:55,0.898790,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163955.jpg
2026-06-26 16:39:55,0.914649,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163955.jpg
2026-06-26 16:39:56,0.973213,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163956.jpg
2026-06-26 16:39:56,0.970412,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163956.jpg
2026-06-26 16:39:56,0.893661,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163956.jpg
2026-06-26 16:39:56,0.625614,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163956.jpg
2026-06-26 16:39:57,0.921548,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163957.jpg
2026-06-26 16:39:57,0.897731,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163957.jpg
2026-06-26 16:39:57,0.833853,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163957.jpg
2026-06-26 16:39:58,0.723671,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163958.jpg
2026-06-26 16:39:58,0.692364,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163958.jpg
2026-06-26 16:39:59,0.852728,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163959.jpg
2026-06-26 16:39:59,0.630563,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163959.jpg
2026-06-26 16:39:59,0.927541,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163959.jpg
2026-06-26 16:39:59,0.854774,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163959.jpg
2026-06-26 16:40:00,0.678916,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164000.jpg
2026-06-26 16:40:00,0.809709,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164000.jpg
2026-06-26 16:40:00,0.931061,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164000.jpg
2026-06-26 16:40:01,0.595783,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164001.jpg
2026-06-26 16:40:01,0.791297,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164001.jpg
2026-06-26 16:40:01,0.566971,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164001.jpg
2026-06-26 16:40:01,0.929611,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164001.jpg
2026-06-26 16:40:01,0.846869,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164001.jpg
2026-06-26 16:40:02,0.962803,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164002.jpg
2026-06-26 16:40:02,0.788069,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164002.jpg
2026-06-26 16:40:02,0.652907,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164002.jpg
2026-06-26 16:40:02,0.786227,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164002.jpg
2026-06-26 16:40:03,0.815147,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164003.jpg
2026-06-26 16:40:03,0.826478,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164003.jpg
2026-06-26 16:40:03,0.607887,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164003.jpg
2026-06-26 16:40:04,0.706999,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164004.jpg
2026-06-26 16:40:04,0.656384,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164004.jpg
2026-06-26 16:40:05,0.601294,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164005.jpg
2026-06-26 16:40:05,0.597772,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164005.jpg
2026-06-26 16:40:05,0.658198,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164005.jpg
2026-06-26 16:40:06,0.628229,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164006.jpg
2026-06-26 16:40:06,0.585700,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164006.jpg
2026-06-26 16:40:07,0.553197,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164007.jpg
2026-06-26 16:40:07,0.630389,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164007.jpg
2026-06-26 16:40:08,0.675327,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_164008.jpg
